UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
203,2,730,13,6,170,"1,096",5,19790,2017-01-17,32467,31703,2151,DL,MIA,"Miami, FL",FL,LGA,"New York, NY",NY,,-13
204,1,1754,15,10,135,731,3,19790,2017-01-09,30397,30194,2347,DL,ATL,"Atlanta, GA",GA,DFW,"Dallas/Fort Worth, TX",TX,,-29
206,1,1250,10,4,51,201,1,20366,2017-01-09,31453,31140,3904,EV,IAH,"Houston, TX",TX,CRP,"Corpus Christi, TX",TX,,-25
207,1,1109,14,7,54,196,1,20304,2017-01-09,31775,31650,4488,OO,FSD,"Sioux Falls, SD",SD,MSP,"Minneapolis, MN",MN,,-23
208,2,1430,24,5,274,"2,442",10,19977,2017-01-10,32457,30852,2046,UA,SFO,"San Francisco, CA",CA,DCA,"Washington, DC",VA,,0
209,1,945,24,4,371,"2,615",11,19805,2017-01-09,32575,32982,265,AA,LAX,"Los Angeles, CA",CA,LIH,"Lihue, HI",HI,,4
210,1,1800,11,7,101,640,3,19393,2017-01-16,31066,30721,420,WN,CMH,"Columbus, OH",OH,BOS,"Boston, MA",MA,,-24
211,7,1155,15,2,146,951,4,19805,2017-01-01,34027,34100,1749,AA,PBI,"West Palm Beach/Palm Beach, FL",FL,PHL,"Philadelphia, PA",PA,,-12
212,2,1945,15,5,72,427,2,20366,2017-01-24,31453,30562,3947,EV,IAH,"Houston, TX",TX,MOB,"Mobile, AL",AL,,-17
213,1,1420,17,20,264,"1,535",7,19790,2017-01-23,31650,32575,990,DL,MSP,"Minneapolis, MN",MN,LAX,"Los Angeles, CA",CA,,76
214,4,1225,13,3,126,817,4,20304,2017-01-05,34057,32575,3454,OO,PDX,"Portland, OR",OR,BUR,"Burbank, CA",CA,,-6
215,4,605,9,5,110,533,3,19977,2017-01-12,33198,30325,1829,UA,MCI,"Kansas City, MO",MO,DEN,"Denver, CO",CO,,-23
216,4,1310,29,9,132,679,3,20304,2017-01-05,30559,32457,4876,OO,SEA,"Seattle, WA",WA,SFO,"San Francisco, CA",CA,,-7
217,2,645,11,8,121,632,3,19393,2017-01-10,34492,30977,1889,WN,RDU,"Raleigh/Durham, NC",NC,MDW,"Chicago, IL",IL,,7
218,5,1725,17,9,200,"1,246",5,21171,2017-01-27,30194,32575,885,VX,DAL,"Dallas, TX",TX,LAX,"Los Angeles, CA",CA,,37
219,7,730,8,4,164,"1,105",5,19393,2017-01-22,30977,31714,501,WN,MDW,"Chicago, IL",IL,RSW,"Fort Myers, FL",FL,,-6
220,7,840,14,7,77,321,2,19790,2017-01-15,33044,30397,1992,DL,SDF,"Louisville, KY",KY,ATL,"Atlanta, GA",GA,,-1
221,6,605,12,12,151,954,4,20416,2017-01-07,32575,30559,739,NK,LAX,"Los Angeles, CA",CA,SEA,"Seattle, WA",WA,,-22
222,5,1638,6,8,37,100,1,19690,2017-01-13,33830,32134,335,HA,OGG,"Kahului, HI",HI,HNL,"Honolulu, HI",HI,,7
223,1,2215,20,8,102,228,1,19790,2017-01-30,31650,33485,2451,DL,MSP,"Minneapolis, MN",MN,MSN,"Madison, WI",WI,,26
224,1,1355,7,5,37,121,1,19690,2017-01-02,33830,32402,152,HA,OGG,"Kahului, HI",HI,ITO,"Hilo, HI",HI,,2
225,3,927,19,4,173,"1,195",5,20304,2017-01-11,34614,31453,4570,OO,SLC,"Salt Lake City, UT",UT,IAH,"Houston, TX",TX,,-15
226,4,914,8,4,119,794,4,19790,2017-01-19,30397,35096,2156,DL,ATL,"Atlanta, GA",GA,SYR,"Syracuse, NY",NY,,-6
227,7,1415,8,8,146,"1,141",5,20436,2017-01-08,31423,31454,1754,F9,DSM,"Des Moines, IA",IA,MCO,"Orlando, FL",FL,,-37
228,1,945,21,5,131,762,4,19790,2017-01-30,30397,31703,1936,DL,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,,-7
229,7,1215,18,3,80,448,2,19393,2017-01-15,30693,30647,2399,WN,BNA,"Nashville, TN",TN,CLE,"Cleveland, OH",OH,,-10
231,2,1820,18,5,139,867,4,19393,2017-01-17,30559,32211,4578,WN,SEA,"Seattle, WA",WA,LAS,"Las Vegas, NV",NV,,33
232,4,1400,26,10,166,733,3,19805,2017-01-12,31703,30977,332,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,4
234,1,810,12,6,84,447,2,19393,2017-01-30,33570,32457,1726,WN,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,,-10
235,5,930,31,5,65,125,1,20304,2017-01-20,30372,30325,5524,OO,ASE,"Aspen, CO",CO,DEN,"Denver, CO",CO,,16
236,4,1839,17,9,180,"1,127",5,20416,2017-01-26,31295,32467,845,NK,DTW,"Detroit, MI",MI,FLL,"Fort Lauderdale, FL",FL,,-4
237,7,1115,12,4,147,852,4,20304,2017-01-29,30325,34252,5883,OO,DEN,"Denver, CO",CO,PSC,"Pasco/Kennewick/Richland, WA",WA,,-23
238,6,745,15,7,311,"2,039",9,20436,2017-01-21,31454,32211,1679,F9,MCO,"Orlando, FL",FL,LAS,"Las Vegas, NV",NV,,110
239,5,1215,16,5,111,602,3,19805,2017-01-20,30325,30466,307,AA,DEN,"Denver, CO",CO,PHX,"Phoenix, AZ",AZ,,-8
240,6,1955,15,4,77,393,2,19790,2017-01-28,31650,33198,2113,DL,MSP,"Minneapolis, MN",MN,MCI,"Kansas City, MO",MO,,-29
241,4,1245,27,20,218,"1,372",6,19805,2017-01-19,30194,31703,1229,AA,DFW,"Dallas/Fort Worth, TX",TX,EWR,"Newark, NJ",NJ,,11
242,1,1558,33,10,97,337,2,19977,2017-01-16,32457,32575,281,UA,SFO,"San Francisco, CA",CA,LAX,"Los Angeles, CA",CA,,-2
243,2,655,17,5,154,"1,107",5,19930,2017-01-10,30559,30466,636,AS,SEA,"Seattle, WA",WA,PHX,"Phoenix, AZ",AZ,,-17
244,1,1255,28,5,60,153,1,20366,2017-01-02,30397,31871,5403,EV,ATL,"Atlanta, GA",GA,GSP,"Greer, SC",SC,,91
245,2,2003,14,18,72,224,1,19805,2017-01-17,31453,30194,2256,AA,IAH,"Houston, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,,-9
246,4,705,16,5,146,"1,045",5,19805,2017-01-19,32467,34819,1341,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,,-13
247,3,2015,13,9,273,"1,703",7,20416,2017-01-04,32467,30325,355,NK,FLL,"Fort Lauderdale, FL",FL,DEN,"Denver, CO",CO,,3
249,1,1820,12,10,170,"1,050",5,20409,2017-01-30,30529,31454,137,B6,BDL,"Hartford, CT",CT,MCO,"Orlando, FL",FL,,-26
251,4,1959,16,30,160,679,3,19977,2017-01-26,32457,30559,733,UA,SFO,"San Francisco, CA",CA,SEA,"Seattle, WA",WA,,15
252,2,1700,16,5,170,"1,046",5,19393,2017-01-17,34819,32467,3968,WN,SJU,"San Juan, PR",PR,FLL,"Fort Lauderdale, FL",FL,,-11
253,3,2055,8,5,65,325,2,19393,2017-01-11,32575,32457,4265,WN,BUR,"Burbank, CA",CA,OAK,"Oakland, CA",CA,,9
254,7,2008,25,4,113,588,3,20304,2017-01-29,30977,30928,3124,OO,ORD,"Chicago, IL",IL,ICT,"Wichita, KS",KS,,73
255,2,2002,20,3,55,173,1,20304,2017-01-31,30977,31977,3009,OO,ORD,"Chicago, IL",IL,GRB,"Green Bay, WI",WI,,85
256,3,920,9,5,148,979,4,19393,2017-01-25,31714,31123,4213,WN,RSW,"Fort Myers, FL",FL,STL,"St. Louis, MO",MO,,-19
257,4,1408,16,5,163,"1,068",5,19805,2017-01-19,32467,31123,2101,AA,MIA,"Miami, FL",FL,STL,"St. Louis, MO",MO,,58
258,7,1500,11,14,107,612,3,20409,2017-01-29,34492,30721,1084,B6,RDU,"Raleigh/Durham, NC",NC,BOS,"Boston, MA",MA,,-9
259,5,1735,8,6,111,587,3,19393,2017-01-20,30852,30693,1781,WN,BWI,"Baltimore, MD",MD,BNA,"Nashville, TN",TN,,-11
260,6,620,9,8,138,"1,143",5,19805,2017-01-28,33214,32467,1516,AA,SAT,"San Antonio, TX",TX,MIA,"Miami, FL",FL,,-30
262,4,720,19,6,403,"2,541",11,19930,2017-01-05,33570,33830,829,AS,SAN,"San Diego, CA",CA,OGG,"Kahului, HI",HI,,37
263,4,1340,8,7,125,836,4,19977,2017-01-19,31884,30325,1607,UA,GEG,"Spokane, WA",WA,DEN,"Denver, CO",CO,,-16
264,3,955,12,6,225,"1,437",6,19805,2017-01-04,30977,30436,1507,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,,-3
265,2,1000,15,14,387,"2,614",11,19690,2017-01-31,33570,32134,15,HA,SAN,"San Diego, CA",CA,HNL,"Honolulu, HI",HI,,3
267,3,1740,11,4,76,483,2,19977,2017-01-11,30325,31775,1951,UA,DEN,"Denver, CO",CO,FSD,"Sioux Falls, SD",SD,,-29
268,3,930,14,4,117,668,3,19393,2017-01-18,34100,30977,1856,WN,PHL,"Philadelphia, PA",PA,MDW,"Chicago, IL",IL,,-36
270,5,500,29,4,70,223,1,19790,2017-01-13,31637,31650,1548,DL,FAR,"Fargo, ND",ND,MSP,"Minneapolis, MN",MN,,-9
271,1,2135,8,6,291,"2,465",10,20409,2017-01-23,32575,31703,14,B6,LGB,"Long Beach, CA",CA,JFK,"New York, NY",NY,,-36
272,1,1734,11,6,108,718,3,20409,2017-01-30,34685,31703,1042,B6,SAV,"Savannah, GA",GA,JFK,"New York, NY",NY,,-26
273,3,600,11,8,84,425,2,19790,2017-01-18,33495,30397,849,DL,MSY,"New Orleans, LA",LA,ATL,"Atlanta, GA",GA,,-13
274,1,1929,8,3,79,313,2,20409,2017-01-16,30529,30852,599,B6,BDL,"Hartford, CT",CT,DCA,"Washington, DC",VA,,-16
275,2,1910,12,4,67,349,2,19977,2017-01-10,30325,30140,438,UA,DEN,"Denver, CO",CO,ABQ,"Albuquerque, NM",NM,,11
276,2,633,19,4,333,"2,133",9,19977,2017-01-03,31703,30466,581,UA,EWR,"Newark, NJ",NJ,PHX,"Phoenix, AZ",AZ,,-8
277,6,1538,13,8,117,787,4,20416,2017-01-28,31454,30852,782,NK,MCO,"Orlando, FL",FL,BWI,"Baltimore, MD",MD,,-21
278,2,840,14,5,55,189,1,19393,2017-01-24,30194,30423,1574,WN,DAL,"Dallas, TX",TX,AUS,"Austin, TX",TX,,-1
279,1,115,8,5,191,"1,533",7,19930,2017-01-23,31517,30559,128,AS,FAI,"Fairbanks, AK",AK,SEA,"Seattle, WA",WA,,-43
280,5,1000,19,11,121,666,3,19790,2017-01-20,30397,34100,1895,DL,ATL,"Atlanta, GA",GA,PHL,"Philadelphia, PA",PA,,-1
281,4,1835,16,11,126,679,3,19977,2017-01-12,32457,30559,1688,UA,SFO,"San Francisco, CA",CA,SEA,"Seattle, WA",WA,,-8
282,3,1845,18,11,252,"1,431",6,19805,2017-01-11,30194,33192,1485,AA,DFW,"Dallas/Fort Worth, TX",TX,SMF,"Sacramento, CA",CA,,22
283,2,1245,15,7,116,577,3,19790,2017-01-10,30852,30397,1771,DL,BWI,"Baltimore, MD",MD,ATL,"Atlanta, GA",GA,,-18
285,5,800,6,8,95,551,3,19393,2017-01-13,33495,31454,1090,WN,MSY,"New Orleans, LA",LA,MCO,"Orlando, FL",FL,,6
286,5,1700,11,7,329,"2,442",10,21171,2017-01-27,30852,32457,2,VX,DCA,"Washington, DC",VA,SFO,"San Francisco, CA",CA,,-38
287,2,1255,10,6,83,405,2,19393,2017-01-17,30977,33198,277,WN,MDW,"Chicago, IL",IL,MCI,"Kansas City, MO",MO,,-4
289,6,1949,16,7,165,912,4,19805,2017-01-28,31057,31453,745,AA,CLT,"Charlotte, NC",NC,IAH,"Houston, TX",TX,,-4
290,3,1630,13,4,134,721,3,19790,2017-01-04,30397,30194,1370,DL,ATL,"Atlanta, GA",GA,DAL,"Dallas, TX",TX,,28
291,1,1110,30,9,152,852,4,19790,2017-01-30,31650,30194,2153,DL,MSP,"Minneapolis, MN",MN,DFW,"Dallas/Fort Worth, TX",TX,,3
292,7,1955,15,8,158,867,4,19930,2017-01-29,32211,30559,611,AS,LAS,"Las Vegas, NV",NV,SEA,"Seattle, WA",WA,,0
293,5,2025,10,11,138,862,4,19393,2017-01-27,32575,30325,4501,WN,LAX,"Los Angeles, CA",CA,DEN,"Denver, CO",CO,,79
294,3,850,8,5,198,"1,708",7,19393,2017-01-04,34057,31123,438,WN,PDX,"Portland, OR",OR,STL,"St. Louis, MO",MO,,-30
295,1,620,29,17,252,"1,372",6,19805,2017-01-09,31703,30194,2321,AA,EWR,"Newark, NJ",NJ,DFW,"Dallas/Fort Worth, TX",TX,,1
296,4,645,13,7,140,967,4,19977,2017-01-19,32457,30325,2028,UA,SFO,"San Francisco, CA",CA,DEN,"Denver, CO",CO,,-19
297,6,750,26,8,343,"2,554",11,19930,2017-01-21,30559,31454,16,AS,SEA,"Seattle, WA",WA,MCO,"Orlando, FL",FL,,12
298,2,707,5,5,30,102,1,19690,2017-01-03,32982,32134,110,HA,LIH,"Lihue, HI",HI,HNL,"Honolulu, HI",HI,,-8
299,3,1510,13,7,61,214,1,19790,2017-01-11,30397,30693,2599,DL,ATL,"Atlanta, GA",GA,BNA,"Nashville, TN",TN,,-11
300,7,2130,11,23,119,581,3,20416,2017-01-29,32467,30397,230,NK,FLL,"Fort Lauderdale, FL",FL,ATL,"Atlanta, GA",GA,,8
301,7,2140,16,4,80,350,2,19790,2017-01-29,30397,31612,1248,DL,ATL,"Atlanta, GA",GA,EVV,"Evansville, IN",IN,,115
302,4,1605,26,4,184,"1,144",5,20436,2017-01-05,30977,34027,1334,F9,ORD,"Chicago, IL",IL,PBI,"West Palm Beach/Palm Beach, FL",FL,,184
304,5,1135,12,8,159,"1,034",5,19790,2017-01-27,31650,31453,1766,DL,MSP,"Minneapolis, MN",MN,IAH,"Houston, TX",TX,,-30
305,2,1515,12,5,291,"1,892",8,19790,2017-01-03,30397,33570,2490,DL,ATL,"Atlanta, GA",GA,SAN,"San Diego, CA",CA,,4
306,2,820,14,3,134,674,3,20366,2017-01-10,30397,34653,5347,EV,ATL,"Atlanta, GA",GA,TUL,"Tulsa, OK",OK,,-2
307,7,2129,14,6,309,"2,465",10,20409,2017-01-15,32575,31703,358,B6,BUR,"Burbank, CA",CA,JFK,"New York, NY",NY,,-21
308,4,827,12,6,165,"1,123",5,19790,2017-01-19,31295,30325,1511,DL,DTW,"Detroit, MI",MI,DEN,"Denver, CO",CO,,-50
309,1,1425,11,5,69,302,2,19393,2017-01-09,33495,31453,550,WN,MSY,"New Orleans, LA",LA,HOU,"Houston, TX",TX,,-2
310,1,805,13,6,102,529,3,19805,2017-01-30,31703,31057,1451,AA,EWR,"Newark, NJ",NJ,CLT,"Charlotte, NC",NC,,-36
311,5,1004,18,12,171,"1,235",5,20304,2017-01-06,32575,30194,5614,OO,LAX,"Los Angeles, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-2
312,6,2145,9,4,65,283,2,19393,2017-01-21,30852,30529,2023,WN,BWI,"Baltimore, MD",MD,BDL,"Hartford, CT",CT,,10
313,1,1854,12,6,143,925,4,20409,2017-01-16,32467,30852,694,B6,FLL,"Fort Lauderdale, FL",FL,BWI,"Baltimore, MD",MD,,-7
314,1,1200,9,3,138,849,4,19393,2017-01-23,31136,30977,622,WN,JAX,"Jacksonville, FL",FL,MDW,"Chicago, IL",IL,,-7
315,1,810,10,8,162,"1,084",5,19790,2017-01-16,31714,31295,2361,DL,RSW,"Fort Myers, FL",FL,DTW,"Detroit, MI",MI,,-16
316,5,800,16,23,83,261,2,20304,2017-01-13,34262,30466,3038,OO,PSP,"Palm Springs, CA",CA,PHX,"Phoenix, AZ",AZ,,-4
317,5,1055,23,8,306,"2,521",11,19977,2017-01-13,32457,34100,267,UA,SFO,"San Francisco, CA",CA,PHL,"Philadelphia, PA",PA,,-17
318,1,2020,11,4,146,"1,017",5,19805,2017-01-09,30194,31714,2366,AA,DFW,"Dallas/Fort Worth, TX",TX,RSW,"Fort Myers, FL",FL,,-4
319,3,710,19,5,76,334,2,19805,2017-01-25,30977,31650,1405,AA,ORD,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,,-13
320,4,1438,17,9,233,"1,389",6,19805,2017-01-19,31703,30194,1112,AA,LGA,"New York, NY",NY,DFW,"Dallas/Fort Worth, TX",TX,,-19
321,1,700,29,12,218,"1,448",6,19930,2017-01-16,30299,30559,112,AS,ANC,"Anchorage, AK",AK,SEA,"Seattle, WA",WA,,-1
323,5,1147,15,9,148,759,4,20409,2017-01-06,30852,31454,1223,B6,DCA,"Washington, DC",VA,MCO,"Orlando, FL",FL,,-6
324,1,1637,14,12,181,937,4,20409,2017-01-23,31454,31703,228,B6,MCO,"Orlando, FL",FL,EWR,"Newark, NJ",NJ,,97
325,6,1919,12,7,161,980,4,20416,2017-01-14,32898,32467,727,NK,LBE,"Latrobe, PA",PA,FLL,"Fort Lauderdale, FL",FL,,-15
326,1,1405,27,28,167,714,3,19393,2017-01-09,30615,32575,1207,WN,ELP,"El Paso, TX",TX,LAX,"Los Angeles, CA",CA,,73
327,1,1759,35,6,82,200,1,20409,2017-01-30,31703,30721,2580,B6,EWR,"Newark, NJ",NJ,BOS,"Boston, MA",MA,,7
328,2,845,8,3,64,296,2,19393,2017-01-03,32575,32457,759,WN,BUR,"Burbank, CA",CA,SJC,"San Jose, CA",CA,,2
329,4,1145,19,6,133,651,3,19393,2017-01-12,30466,32457,3816,WN,PHX,"Phoenix, AZ",AZ,SFO,"San Francisco, CA",CA,,2
330,2,1310,18,12,90,370,2,19393,2017-01-31,30466,32575,1111,WN,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,,1
331,5,730,17,6,111,526,3,19393,2017-01-27,30198,30397,1877,WN,PIT,"Pittsburgh, PA",PA,ATL,"Atlanta, GA",GA,,-15
332,4,630,13,6,97,456,2,19393,2017-01-19,31295,30693,290,WN,DTW,"Detroit, MI",MI,BNA,"Nashville, TN",TN,,-8
333,6,1040,14,5,64,199,1,20366,2017-01-14,31703,30852,4421,EV,EWR,"Newark, NJ",NJ,DCA,"Washington, DC",VA,,-19
335,7,1030,43,14,177,809,4,20304,2017-01-15,30189,31453,5383,OO,COS,"Colorado Springs, CO",CO,IAH,"Houston, TX",TX,,32
336,4,1615,19,7,109,528,3,19393,2017-01-26,30647,30397,1055,WN,CAK,"Akron, OH",OH,ATL,"Atlanta, GA",GA,,-10
337,7,1740,24,11,152,776,4,20304,2017-01-29,34262,30325,5568,OO,PSP,"Palm Springs, CA",CA,DEN,"Denver, CO",CO,,7
338,3,1519,18,14,123,696,3,19790,2017-01-18,31453,30397,693,DL,HOU,"Houston, TX",TX,ATL,"Atlanta, GA",GA,,7
339,6,2059,15,5,228,"1,585",7,19977,2017-01-07,31703,30732,1071,UA,EWR,"Newark, NJ",NJ,BQN,"Aguadilla, PR",PR,,160
340,1,1620,16,8,171,"1,195",5,20304,2017-01-30,34614,31453,5255,OO,SLC,"Salt Lake City, UT",UT,IAH,"Houston, TX",TX,,75
341,2,900,8,5,121,936,4,19790,2017-01-31,31650,30852,1129,DL,MSP,"Minneapolis, MN",MN,BWI,"Baltimore, MD",MD,,-26
342,1,1840,21,10,86,337,2,19977,2017-01-23,32575,32457,480,UA,LAX,"Los Angeles, CA",CA,SFO,"San Francisco, CA",CA,,105
343,1,940,10,11,124,616,3,19393,2017-01-30,31454,30693,202,WN,MCO,"Orlando, FL",FL,BNA,"Nashville, TN",TN,,-2
345,6,720,24,7,167,926,4,19805,2017-01-07,31066,30194,2705,AA,CMH,"Columbus, OH",OH,DFW,"Dallas/Fort Worth, TX",TX,,-17
346,4,1600,10,3,79,416,2,20304,2017-01-19,30977,33316,5277,OO,ORD,"Chicago, IL",IL,OMA,"Omaha, NE",NE,,-25
347,6,1600,15,2,170,"1,299",6,19790,2017-01-07,32211,31650,1538,DL,LAS,"Las Vegas, NV",NV,MSP,"Minneapolis, MN",MN,,-19
348,7,1310,11,3,76,417,2,19393,2017-01-29,32457,33570,4514,WN,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,,-9
349,5,1135,11,6,61,226,1,19393,2017-01-27,32575,32211,3221,WN,SNA,"Santa Ana, CA",CA,LAS,"Las Vegas, NV",NV,,24
350,3,2049,36,24,104,236,1,19805,2017-01-25,32211,32575,2497,AA,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,,6
351,3,1431,15,4,147,813,4,19790,2017-01-18,30397,30423,2471,DL,ATL,"Atlanta, GA",GA,AUS,"Austin, TX",TX,,-6
352,7,1245,15,5,114,577,3,19790,2017-01-29,30852,30397,1771,DL,BWI,"Baltimore, MD",MD,ATL,"Atlanta, GA",GA,,-18
353,1,1320,14,9,68,255,2,19393,2017-01-16,30466,32211,262,WN,PHX,"Phoenix, AZ",AZ,LAS,"Las Vegas, NV",NV,,8
354,7,1700,7,9,164,"1,259",6,19393,2017-01-01,34614,30977,946,WN,SLC,"Salt Lake City, UT",UT,MDW,"Chicago, IL",IL,,2
355,7,600,11,14,282,"1,744",7,20416,2017-01-15,30977,32575,737,NK,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,,14
356,2,755,9,3,86,471,2,19393,2017-01-10,30693,33495,290,WN,BNA,"Nashville, TN",TN,MSY,"New Orleans, LA",LA,,45
357,3,1025,9,4,57,325,2,19393,2017-01-04,32575,30466,2698,WN,ONT,"Ontario, CA",CA,PHX,"Phoenix, AZ",AZ,,8
358,4,1405,9,28,100,370,2,19393,2017-01-19,30466,32575,3240,WN,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,,21
359,1,1925,13,8,298,"1,990",8,19790,2017-01-16,31703,34614,2001,DL,JFK,"New York, NY",NY,SLC,"Salt Lake City, UT",UT,,-46
360,4,1030,11,7,153,"1,217",5,19805,2017-01-05,30194,30852,2248,AA,DFW,"Dallas/Fort Worth, TX",TX,BWI,"Baltimore, MD",MD,,13
361,2,820,14,17,79,237,1,19805,2017-01-31,34653,30194,1314,AA,TUL,"Tulsa, OK",OK,DFW,"Dallas/Fort Worth, TX",TX,,-2
362,5,610,9,5,146,598,3,20304,2017-01-20,34922,30466,3069,OO,MRY,"Monterey, CA",CA,PHX,"Phoenix, AZ",AZ,,27
364,6,820,10,27,100,432,2,19790,2017-01-07,32337,30397,1759,DL,IND,"Indianapolis, IN",IN,ATL,"Atlanta, GA",GA,,203
365,1,2100,13,5,55,197,1,19393,2017-01-09,32211,32575,863,WN,LAS,"Las Vegas, NV",NV,ONT,"Ontario, CA",CA,,32
367,1,1920,21,5,164,"1,091",5,20366,2017-01-30,31453,30647,3763,EV,IAH,"Houston, TX",TX,CLE,"Cleveland, OH",OH,,-6
368,6,2244,18,4,53,130,1,19805,2017-01-21,31057,34492,1829,AA,CLT,"Charlotte, NC",NC,RDU,"Raleigh/Durham, NC",NC,,6
369,3,1759,11,8,331,"2,454",10,21171,2017-01-18,31703,32575,169,VX,EWR,"Newark, NJ",NJ,LAX,"Los Angeles, CA",CA,,-46
372,1,1159,13,11,110,507,3,19805,2017-01-09,33195,31057,521,AA,TPA,"Tampa, FL",FL,CLT,"Charlotte, NC",NC,,5
374,2,1655,16,6,131,759,4,19393,2017-01-17,30852,31454,4055,WN,DCA,"Washington, DC",VA,MCO,"Orlando, FL",FL,,-10
376,1,1800,10,7,126,764,4,20366,2017-01-02,30693,31703,5282,EV,BNA,"Nashville, TN",TN,LGA,"New York, NY",NY,,-12
377,2,1240,14,9,98,457,2,20304,2017-01-31,30990,30397,4568,OO,CHO,"Charlottesville, VA",VA,ATL,"Atlanta, GA",GA,,132
379,2,1655,23,6,115,501,3,20304,2017-01-24,31638,34614,4683,OO,FAT,"Fresno, CA",CA,SLC,"Salt Lake City, UT",UT,,12
380,5,2010,9,4,77,404,2,19393,2017-01-27,33192,32575,3176,WN,SMF,"Sacramento, CA",CA,SNA,"Santa Ana, CA",CA,,35
381,1,1145,7,6,174,"1,136",5,19393,2017-01-30,32600,30466,1785,WN,LIT,"Little Rock, AR",AR,PHX,"Phoenix, AZ",AZ,,-16
382,5,855,12,5,104,522,3,20366,2017-01-06,30977,31834,4179,EV,ORD,"Chicago, IL",IL,XNA,"Fayetteville, AR",AR,,-13
383,7,1425,4,3,49,261,2,19930,2017-01-29,31517,30299,55,AS,FAI,"Fairbanks, AK",AK,ANC,"Anchorage, AK",AK,,-41
384,2,1950,20,4,88,438,2,20304,2017-01-24,30466,31921,3036,OO,PHX,"Phoenix, AZ",AZ,GJT,"Grand Junction, CO",CO,,-12
385,7,617,14,8,146,787,4,19977,2017-01-22,33195,31453,1895,UA,TPA,"Tampa, FL",FL,IAH,"Houston, TX",TX,,-11
386,1,937,12,4,334,"2,116",9,19790,2017-01-23,30397,32457,2055,DL,ATL,"Atlanta, GA",GA,SJC,"San Jose, CA",CA,,460
387,6,2105,14,3,46,145,1,20366,2017-01-07,30397,30146,5351,EV,ATL,"Atlanta, GA",GA,ABY,"Albany, GA",GA,,-14
389,2,740,18,9,175,"1,107",5,20304,2017-01-17,30559,30466,4461,OO,SEA,"Seattle, WA",WA,PHX,"Phoenix, AZ",AZ,,-2
390,1,2052,6,4,32,100,1,19690,2017-01-30,33830,32134,555,HA,OGG,"Kahului, HI",HI,HNL,"Honolulu, HI",HI,,-13
392,7,1435,11,13,94,397,2,20304,2017-01-15,31337,30977,5167,OO,DLH,"Duluth, MN",MN,ORD,"Chicago, IL",IL,,-20
393,2,1755,12,7,157,"1,025",5,19977,2017-01-03,31714,30647,1801,UA,RSW,"Fort Myers, FL",FL,CLE,"Cleveland, OH",OH,,-9
394,5,1758,15,8,213,"1,075",5,20304,2017-01-20,31295,31453,4790,OO,DTW,"Detroit, MI",MI,IAH,"Houston, TX",TX,,1
395,2,1915,16,8,97,531,3,20366,2017-01-17,30977,34574,4108,EV,ORD,"Chicago, IL",IL,ROA,"Roanoke, VA",VA,,-12
396,5,1625,19,6,224,"1,797",8,19393,2017-01-27,32575,30693,233,WN,LAX,"Los Angeles, CA",CA,BNA,"Nashville, TN",TN,,5
398,4,1059,17,2,78,301,2,20409,2017-01-26,31703,30792,2402,B6,JFK,"New York, NY",NY,BUF,"Buffalo, NY",NY,,-18
399,7,1800,9,4,124,646,3,19393,2017-01-08,30466,32457,3161,WN,PHX,"Phoenix, AZ",AZ,OAK,"Oakland, CA",CA,,63
401,1,800,19,12,66,134,1,19790,2017-01-23,30599,30397,1705,DL,BHM,"Birmingham, AL",AL,ATL,"Atlanta, GA",GA,,-7
402,7,1813,13,3,69,304,2,19805,2017-01-08,30466,33570,462,AA,PHX,"Phoenix, AZ",AZ,SAN,"San Diego, CA",CA,,3
403,7,1340,21,3,124,678,3,19805,2017-01-29,30977,34100,2562,AA,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,,35
404,4,706,12,13,219,"1,212",5,19805,2017-01-19,33667,30194,1099,AA,ORF,"Norfolk, VA",VA,DFW,"Dallas/Fort Worth, TX",TX,,-14
405,7,2043,20,4,131,748,3,20304,2017-01-22,32575,31603,3083,OO,LAX,"Los Angeles, CA",CA,EUG,"Eugene, OR",OR,,96
