UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
174,2,753,13.0,15.0,277.0,1709.0,7,19977,2017-01-03,32467,30325,1253,UA,MIA,"Miami, FL",FL,DEN,"Denver, CO",CO,,58.0
175,2,1634,10.0,10.0,87.0,551.0,3,20366,2017-01-10,34674,30194,2762,EV,SAF,"Santa Fe, NM",NM,DFW,"Dallas/Fort Worth, TX",TX,,-30.0
176,2,733,10.0,3.0,59.0,270.0,2,19790,2017-01-24,30397,31136,2098,DL,ATL,"Atlanta, GA",GA,JAX,"Jacksonville, FL",FL,,9.0
177,6,2200,,,,544.0,3,19805,2017-01-07,31057,31703,1981,AA,CLT,"Charlotte, NC",NC,LGA,"New York, NY",NY,,
178,3,1610,8.0,4.0,86.0,402.0,2,19393,2017-01-25,30198,30977,1397,WN,PIT,"Pittsburgh, PA",PA,MDW,"Chicago, IL",IL,,-9.0
179,1,2100,15.0,6.0,70.0,258.0,2,19393,2017-01-23,32211,33570,4609,WN,LAS,"Las Vegas, NV",NV,SAN,"San Diego, CA",CA,,10.0
180,4,1927,15.0,6.0,163.0,1065.0,5,20409,2017-01-19,32467,31703,506,B6,FLL,"Fort Lauderdale, FL",FL,EWR,"Newark, NJ",NJ,,-12.0
181,5,745,18.0,7.0,197.0,1121.0,5,19790,2017-01-27,30721,31454,2102,DL,BOS,"Boston, MA",MA,MCO,"Orlando, FL",FL,,-17.0
182,3,1950,13.0,3.0,77.0,417.0,2,19393,2017-01-04,32457,33570,2144,WN,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,,88.0
183,4,800,16.0,4.0,102.0,427.0,2,20409,2017-01-26,31703,34492,885,B6,JFK,"New York, NY",NY,RDU,"Raleigh/Durham, NC",NC,,-9.0
184,2,640,26.0,4.0,130.0,735.0,3,19805,2017-01-03,30713,30466,418,AA,BOI,"Boise, ID",ID,PHX,"Phoenix, AZ",AZ,,4.0
185,7,900,12.0,5.0,87.0,460.0,2,19393,2017-01-29,30194,33198,4203,WN,DAL,"Dallas, TX",TX,MCI,"Kansas City, MO",MO,,-5.0
186,2,1959,22.0,8.0,71.0,226.0,1,19790,2017-01-31,30397,31057,1667,DL,ATL,"Atlanta, GA",GA,CLT,"Charlotte, NC",NC,,-4.0
187,7,701,19.0,19.0,149.0,964.0,4,19805,2017-01-08,31453,32467,2309,AA,IAH,"Houston, TX",TX,MIA,"Miami, FL",FL,,5.0
188,1,810,20.0,13.0,161.0,740.0,3,20409,2017-01-09,31703,30977,905,B6,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,904.0,69.0
189,1,1330,12.0,5.0,202.0,1199.0,5,19393,2017-01-23,30397,30325,596,WN,ATL,"Atlanta, GA",GA,DEN,"Denver, CO",CO,,2.0
190,5,835,13.0,4.0,287.0,2335.0,10,19930,2017-01-27,30559,30852,718,AS,SEA,"Seattle, WA",WA,BWI,"Baltimore, MD",MD,,-1.0
191,6,915,25.0,23.0,273.0,2139.0,9,19790,2017-01-21,32457,30397,1880,DL,SFO,"San Francisco, CA",CA,ATL,"Atlanta, GA",GA,,-15.0
192,3,1045,8.0,15.0,63.0,247.0,1,19805,2017-01-25,33214,30194,1213,AA,SAT,"San Antonio, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,,-7.0
193,4,2040,56.0,5.0,108.0,268.0,2,19805,2017-01-05,34100,30198,1984,AA,PHL,"Philadelphia, PA",PA,PIT,"Pittsburgh, PA",PA,,30.0
194,1,1425,22.0,6.0,135.0,787.0,4,20409,2017-01-02,31454,30852,1212,B6,MCO,"Orlando, FL",FL,BWI,"Baltimore, MD",MD,,1.0
195,6,1430,13.0,6.0,95.0,484.0,2,19790,2017-01-21,30397,31123,1199,DL,ATL,"Atlanta, GA",GA,STL,"St. Louis, MO",MO,,73.0
196,6,935,,,,2296.0,10,19805,2017-01-07,31057,32457,461,AA,CLT,"Charlotte, NC",NC,SFO,"San Francisco, CA",CA,,
197,7,1355,11.0,3.0,149.0,899.0,4,19805,2017-01-15,30852,32467,1880,AA,DCA,"Washington, DC",VA,FLL,"Fort Lauderdale, FL",FL,,-7.0
198,6,1825,19.0,10.0,271.0,1744.0,7,19805,2017-01-07,30977,32575,2225,AA,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,,-12.0
200,2,2002,18.0,9.0,211.0,1103.0,5,19805,2017-01-31,32467,30423,2424,AA,MIA,"Miami, FL",FL,AUS,"Austin, TX",TX,,7.0
201,2,655,19.0,7.0,99.0,472.0,2,19393,2017-01-10,33316,30325,1376,WN,OMA,"Omaha, NE",NE,DEN,"Denver, CO",CO,,-1.0
202,5,1300,7.0,3.0,81.0,480.0,2,19393,2017-01-13,33192,33570,1473,WN,SMF,"Sacramento, CA",CA,SAN,"San Diego, CA",CA,,79.0
203,6,1835,21.0,3.0,119.0,679.0,3,20304,2017-01-28,30559,32457,5911,OO,SEA,"Seattle, WA",WA,SFO,"San Francisco, CA",CA,,55.0
204,1,1020,21.0,6.0,88.0,406.0,2,19393,2017-01-16,30397,33195,1385,WN,ATL,"Atlanta, GA",GA,TPA,"Tampa, FL",FL,,-7.0
205,2,1630,10.0,7.0,70.0,395.0,2,19393,2017-01-31,30977,30693,360,WN,MDW,"Chicago, IL",IL,BNA,"Nashville, TN",TN,,-15.0
206,2,1945,8.0,5.0,285.0,1844.0,8,19393,2017-01-31,30977,32457,4532,WN,MDW,"Chicago, IL",IL,OAK,"Oakland, CA",CA,,-1.0
207,1,1355,8.0,5.0,75.0,358.0,2,19393,2017-01-02,32575,33192,6188,WN,BUR,"Burbank, CA",CA,SMF,"Sacramento, CA",CA,,41.0
209,7,1355,28.0,8.0,166.0,762.0,4,19790,2017-01-01,31703,30397,1943,DL,LGA,"New York, NY",NY,ATL,"Atlanta, GA",GA,,29.0
210,2,1446,12.0,35.0,136.0,606.0,3,20416,2017-01-10,30977,30397,219,NK,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,,46.0
211,2,700,18.0,5.0,175.0,1096.0,5,19805,2017-01-10,32467,31703,1011,AA,MIA,"Miami, FL",FL,LGA,"New York, NY",NY,,-4.0
212,2,1245,9.0,6.0,105.0,612.0,3,19393,2017-01-31,33195,30693,4168,WN,TPA,"Tampa, FL",FL,BNA,"Nashville, TN",TN,,-11.0
213,6,1355,18.0,4.0,225.0,1533.0,7,19930,2017-01-14,30559,31517,123,AS,SEA,"Seattle, WA",WA,FAI,"Fairbanks, AK",AK,,13.0
214,5,2125,13.0,6.0,267.0,2342.0,10,20416,2017-01-06,32575,32467,310,NK,LAX,"Los Angeles, CA",CA,FLL,"Fort Lauderdale, FL",FL,,5.0
215,1,1400,18.0,4.0,249.0,1504.0,7,20304,2017-01-30,30423,32457,5498,OO,AUS,"Austin, TX",TX,SFO,"San Francisco, CA",CA,,-7.0
216,1,940,14.0,9.0,154.0,954.0,4,20416,2017-01-30,30559,32575,740,NK,SEA,"Seattle, WA",WA,LAX,"Los Angeles, CA",CA,,-6.0
217,7,755,30.0,4.0,81.0,201.0,1,19790,2017-01-29,30198,31295,809,DL,PIT,"Pittsburgh, PA",PA,DTW,"Detroit, MI",MI,,-1.0
218,7,1347,31.0,6.0,74.0,223.0,1,20366,2017-01-15,30977,31721,4423,EV,ORD,"Chicago, IL",IL,FNT,"Flint, MI",MI,,-2.0
219,5,1020,25.0,3.0,145.0,763.0,4,19930,2017-01-27,32211,34057,627,AS,LAS,"Las Vegas, NV",NV,PDX,"Portland, OR",OR,,-2.0
220,4,1656,12.0,3.0,101.0,626.0,3,19790,2017-01-26,34614,33570,51,DL,SLC,"Salt Lake City, UT",UT,SAN,"San Diego, CA",CA,,-14.0
221,3,1305,9.0,4.0,75.0,405.0,2,19393,2017-01-18,33198,30977,1572,WN,MCI,"Kansas City, MO",MO,MDW,"Chicago, IL",IL,,-6.0
222,3,1535,42.0,16.0,163.0,888.0,4,19977,2017-01-04,30325,30977,478,UA,DEN,"Denver, CO",CO,ORD,"Chicago, IL",IL,,29.0
223,7,1850,20.0,4.0,245.0,1616.0,7,19805,2017-01-01,30194,34057,420,AA,DFW,"Dallas/Fort Worth, TX",TX,PDX,"Portland, OR",OR,,-8.0
224,3,1125,16.0,5.0,197.0,1589.0,7,20304,2017-01-04,32457,31650,5956,OO,SFO,"San Francisco, CA",CA,MSP,"Minneapolis, MN",MN,,80.0
225,3,1440,17.0,4.0,70.0,284.0,2,20366,2017-01-11,31703,34321,3795,EV,EWR,"Newark, NJ",NJ,PWM,"Portland, ME",ME,,-12.0
226,2,615,43.0,51.0,138.0,173.0,1,20304,2017-01-31,31977,30977,3138,OO,GRB,"Green Bay, WI",WI,ORD,"Chicago, IL",IL,,59.0
228,6,1759,,,,130.0,1,19805,2017-01-07,34492,31057,1739,AA,RDU,"Raleigh/Durham, NC",NC,CLT,"Charlotte, NC",NC,,
229,5,835,17.0,5.0,142.0,825.0,4,19393,2017-01-06,30977,33495,104,WN,MDW,"Chicago, IL",IL,MSY,"New Orleans, LA",LA,,16.0
231,5,645,10.0,6.0,119.0,763.0,4,19393,2017-01-20,34057,32211,1314,WN,PDX,"Portland, OR",OR,LAS,"Las Vegas, NV",NV,,-10.0
232,1,1105,18.0,7.0,348.0,2475.0,10,20409,2017-01-16,31703,32575,423,B6,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,,-36.0
233,1,720,36.0,7.0,304.0,1592.0,7,19393,2017-01-23,31123,32575,1035,WN,STL,"St. Louis, MO",MO,LAX,"Los Angeles, CA",CA,,51.0
234,2,1614,16.0,9.0,117.0,610.0,3,20366,2017-01-17,33244,31295,5396,EV,MEM,"Memphis, TN",TN,DTW,"Detroit, MI",MI,,-5.0
235,3,1605,10.0,3.0,186.0,1620.0,7,19977,2017-01-11,30325,31703,406,UA,DEN,"Denver, CO",CO,LGA,"New York, NY",NY,,-38.0
236,3,1800,10.0,7.0,62.0,226.0,1,19805,2017-01-25,31057,30397,589,AA,CLT,"Charlotte, NC",NC,ATL,"Atlanta, GA",GA,,-20.0
237,7,1325,13.0,6.0,101.0,680.0,3,19393,2017-01-15,30325,31650,4122,WN,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,9.0
238,4,2215,19.0,3.0,77.0,387.0,2,19790,2017-01-05,34614,30620,2152,DL,SLC,"Salt Lake City, UT",UT,BIL,"Billings, MT",MT,,-13.0
241,7,1520,22.0,9.0,160.0,1013.0,5,20304,2017-01-01,30372,30977,5254,OO,ASE,"Aspen, CO",CO,ORD,"Chicago, IL",IL,,-11.0
242,7,1220,32.0,9.0,173.0,1171.0,5,19805,2017-01-22,33570,30194,2491,AA,SAN,"San Diego, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-10.0
243,1,1545,15.0,7.0,269.0,2218.0,9,19790,2017-01-09,32575,31454,896,DL,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,,19.0
244,1,1130,12.0,6.0,41.0,102.0,1,19690,2017-01-16,32134,32982,143,HA,HNL,"Honolulu, HI",HI,LIH,"Lihue, HI",HI,,-8.0
246,1,1305,16.0,6.0,110.0,483.0,2,20304,2017-01-02,31775,30325,5232,OO,FSD,"Sioux Falls, SD",SD,DEN,"Denver, CO",CO,,-8.0
247,4,1625,24.0,3.0,397.0,2586.0,11,19805,2017-01-05,31703,32457,67,AA,JFK,"New York, NY",NY,SFO,"San Francisco, CA",CA,,-14.0
249,6,1600,11.0,3.0,179.0,1433.0,6,20304,2017-01-21,32457,33316,5216,OO,SFO,"San Francisco, CA",CA,OMA,"Omaha, NE",NE,,187.0
250,2,19,11.0,8.0,211.0,1727.0,7,19805,2017-01-31,34614,31057,525,AA,SLC,"Salt Lake City, UT",UT,CLT,"Charlotte, NC",NC,,-19.0
252,5,1605,8.0,2.0,173.0,1444.0,6,19393,2017-01-20,30466,30977,748,WN,PHX,"Phoenix, AZ",AZ,MDW,"Chicago, IL",IL,,47.0
253,7,1300,11.0,6.0,103.0,581.0,3,19790,2017-01-29,30397,32467,1970,DL,ATL,"Atlanta, GA",GA,FLL,"Fort Lauderdale, FL",FL,,-10.0
254,7,945,9.0,4.0,252.0,1728.0,7,19393,2017-01-08,30977,33570,3695,WN,MDW,"Chicago, IL",IL,SAN,"San Diego, CA",CA,,-8.0
255,7,925,24.0,9.0,91.0,337.0,2,19393,2017-01-15,32457,32575,5555,WN,SFO,"San Francisco, CA",CA,LAX,"Los Angeles, CA",CA,,1.0
256,2,1850,13.0,5.0,140.0,1046.0,5,20409,2017-01-31,32467,34819,1453,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,,-14.0
257,1,1325,17.0,6.0,96.0,507.0,3,19393,2017-01-23,30466,34614,1444,WN,PHX,"Phoenix, AZ",AZ,SLC,"Salt Lake City, UT",UT,,1.0
258,6,2005,13.0,6.0,187.0,1107.0,5,19393,2017-01-21,30466,30559,2035,WN,PHX,"Phoenix, AZ",AZ,SEA,"Seattle, WA",WA,,3.0
259,2,1110,14.0,5.0,248.0,1770.0,8,19393,2017-01-17,30559,30423,3938,WN,SEA,"Seattle, WA",WA,AUS,"Austin, TX",TX,,12.0
260,6,1442,19.0,8.0,260.0,1623.0,7,19790,2017-01-14,34945,31703,676,DL,STT,"Charlotte Amalie, VI",VI,JFK,"New York, NY",NY,,3.0
261,6,940,33.0,5.0,220.0,1520.0,7,19805,2017-01-14,31057,34945,1195,AA,CLT,"Charlotte, NC",NC,STT,"Charlotte Amalie, VI",VI,,6.0
262,1,1935,17.0,3.0,144.0,937.0,4,19930,2017-01-02,30559,32575,524,AS,SEA,"Seattle, WA",WA,BUR,"Burbank, CA",CA,,5.0
263,5,1053,20.0,11.0,168.0,908.0,4,20304,2017-01-20,34689,30559,3445,OO,SBA,"Santa Barbara, CA",CA,SEA,"Seattle, WA",WA,,9.0
264,6,1420,13.0,3.0,185.0,1182.0,5,20409,2017-01-14,31703,33495,575,B6,JFK,"New York, NY",NY,MSY,"New Orleans, LA",LA,,-4.0
265,4,825,20.0,19.0,307.0,2611.0,11,21171,2017-01-05,32575,30721,360,VX,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,,64.0
266,3,600,13.0,3.0,136.0,945.0,4,19393,2017-01-18,32337,31714,1645,WN,IND,"Indianapolis, IN",IN,RSW,"Fort Myers, FL",FL,,-25.0
267,1,921,24.0,4.0,185.0,1068.0,5,19977,2017-01-16,31703,31714,1481,UA,EWR,"Newark, NJ",NJ,RSW,"Fort Myers, FL",FL,,-14.0
268,5,1157,14.0,10.0,150.0,989.0,4,19805,2017-01-20,34614,30194,2510,AA,SLC,"Salt Lake City, UT",UT,DFW,"Dallas/Fort Worth, TX",TX,,-11.0
269,1,1530,11.0,14.0,172.0,1222.0,5,19977,2017-01-23,32211,31453,1179,UA,LAS,"Las Vegas, NV",NV,IAH,"Houston, TX",TX,,-13.0
270,2,900,12.0,6.0,54.0,214.0,1,19790,2017-01-31,30693,30397,2421,DL,BNA,"Nashville, TN",TN,ATL,"Atlanta, GA",GA,,-4.0
271,6,1306,15.0,6.0,56.0,216.0,1,19690,2017-01-28,32134,32402,232,HA,HNL,"Honolulu, HI",HI,ITO,"Hilo, HI",HI,,2.0
272,6,1345,15.0,13.0,90.0,425.0,2,19393,2017-01-21,33495,30397,4868,WN,MSY,"New Orleans, LA",LA,ATL,"Atlanta, GA",GA,,7.0
273,6,900,8.0,6.0,175.0,1069.0,5,19977,2017-01-14,33105,30325,1949,UA,CVG,"Cincinnati, OH",KY,DEN,"Denver, CO",CO,,-15.0
274,4,1835,14.0,7.0,230.0,1416.0,6,19977,2017-01-12,31703,31453,1167,UA,LGA,"New York, NY",NY,IAH,"Houston, TX",TX,,-13.0
275,1,1940,14.0,5.0,231.0,1726.0,7,19977,2017-01-16,30977,32575,2003,UA,ORD,"Chicago, IL",IL,SNA,"Santa Ana, CA",CA,1940.0,22.0
276,5,1435,11.0,3.0,185.0,1303.0,6,19977,2017-01-13,31453,33570,1870,UA,IAH,"Houston, TX",TX,SAN,"San Diego, CA",CA,,-28.0
277,3,1555,22.0,10.0,84.0,337.0,2,19393,2017-01-18,32457,32575,325,WN,OAK,"Oakland, CA",CA,LAX,"Los Angeles, CA",CA,,23.0
278,2,830,18.0,10.0,105.0,507.0,3,19805,2017-01-03,30466,34614,538,AA,PHX,"Phoenix, AZ",AZ,SLC,"Salt Lake City, UT",UT,,-3.0
280,2,730,16.0,4.0,170.0,1068.0,5,19977,2017-01-17,31703,31714,1001,UA,EWR,"Newark, NJ",NJ,RSW,"Fort Myers, FL",FL,,-30.0
281,1,840,32.0,4.0,83.0,250.0,2,20304,2017-01-30,30157,32457,5349,OO,ACV,"Arcata/Eureka, CA",CA,SFO,"San Francisco, CA",CA,,1.0
282,1,1700,23.0,6.0,152.0,1091.0,5,19977,2017-01-02,31453,30647,2024,UA,IAH,"Houston, TX",TX,CLE,"Cleveland, OH",OH,,94.0
283,1,1420,8.0,5.0,211.0,1482.0,6,19393,2017-01-16,33198,34057,518,WN,MCI,"Kansas City, MO",MO,PDX,"Portland, OR",OR,,2.0
284,3,1945,12.0,4.0,76.0,427.0,2,20366,2017-01-11,31453,30562,3947,EV,IAH,"Houston, TX",TX,MOB,"Mobile, AL",AL,,-13.0
285,5,1347,9.0,5.0,114.0,629.0,3,20416,2017-01-06,31295,33198,804,NK,DTW,"Detroit, MI",MI,MCI,"Kansas City, MO",MO,,-5.0
286,7,1340,13.0,6.0,92.0,562.0,3,20366,2017-01-01,31453,30599,4392,EV,IAH,"Houston, TX",TX,BHM,"Birmingham, AL",AL,,8.0
287,5,1405,9.0,11.0,118.0,714.0,3,19393,2017-01-13,30615,32575,1207,WN,ELP,"El Paso, TX",TX,LAX,"Los Angeles, CA",CA,,-12.0
288,3,2200,12.0,5.0,48.0,137.0,1,19393,2017-01-18,30977,31986,1828,WN,MDW,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,,-17.0
289,2,1940,9.0,6.0,345.0,2288.0,10,19977,2017-01-10,30852,32575,208,UA,IAD,"Washington, DC",VA,LAX,"Los Angeles, CA",CA,,-10.0
291,7,1200,14.0,22.0,427.0,2611.0,11,19805,2017-01-22,30721,32575,333,AA,BOS,"Boston, MA",MA,LAX,"Los Angeles, CA",CA,,34.0
294,5,1330,15.0,6.0,172.0,1127.0,5,19790,2017-01-13,32467,31295,1235,DL,FLL,"Fort Lauderdale, FL",FL,DTW,"Detroit, MI",MI,,-23.0
295,2,2013,11.0,10.0,149.0,973.0,4,20436,2017-01-03,34082,34100,1978,F9,PGD,"Punta Gorda, FL",FL,PHL,"Philadelphia, PA",PA,,53.0
298,3,1628,11.0,9.0,86.0,373.0,2,20304,2017-01-04,33367,31295,4824,OO,MLI,"Moline, IL",IL,DTW,"Detroit, MI",MI,,13.0
299,2,1525,10.0,3.0,54.0,282.0,2,19790,2017-01-17,31650,33316,2356,DL,MSP,"Minneapolis, MN",MN,OMA,"Omaha, NE",NE,,7.0
300,4,845,13.0,4.0,94.0,570.0,3,19393,2017-01-26,30977,30599,464,WN,MDW,"Chicago, IL",IL,BHM,"Birmingham, AL",AL,,-8.0
301,4,545,22.0,7.0,145.0,844.0,4,20304,2017-01-12,31638,30325,5699,OO,FAT,"Fresno, CA",CA,DEN,"Denver, CO",CO,,-1.0
302,3,1951,7.0,5.0,72.0,373.0,2,20436,2017-01-18,35356,34492,905,F9,TTN,"Trenton, NJ",NJ,RDU,"Raleigh/Durham, NC",NC,,-25.0
303,2,1617,23.0,6.0,154.0,967.0,4,19977,2017-01-17,32457,30325,1893,UA,SFO,"San Francisco, CA",CA,DEN,"Denver, CO",CO,,-9.0
304,4,1501,17.0,4.0,63.0,238.0,1,20366,2017-01-12,30397,30731,5527,EV,ATL,"Atlanta, GA",GA,BQK,"Brunswick, GA",GA,,-5.0
305,4,1355,8.0,3.0,55.0,255.0,2,19393,2017-01-19,34492,30852,161,WN,RDU,"Raleigh/Durham, NC",NC,BWI,"Baltimore, MD",MD,,-6.0
306,1,630,14.0,5.0,81.0,310.0,2,20366,2017-01-02,30852,30647,4004,EV,DCA,"Washington, DC",VA,CLE,"Cleveland, OH",OH,,-15.0
307,4,1500,24.0,4.0,97.0,461.0,2,20366,2017-01-19,31703,31995,5447,EV,LGA,"New York, NY",NY,GSO,"Greensboro/High Point, NC",NC,,38.0
308,2,2005,13.0,10.0,49.0,95.0,1,20366,2017-01-10,31295,30647,5121,EV,DTW,"Detroit, MI",MI,CLE,"Cleveland, OH",OH,,-24.0
309,2,825,15.0,7.0,151.0,983.0,4,19790,2017-01-03,33195,31295,662,DL,TPA,"Tampa, FL",FL,DTW,"Detroit, MI",MI,,-13.0
310,1,1633,12.0,11.0,137.0,678.0,3,19977,2017-01-02,34100,30977,563,UA,PHL,"Philadelphia, PA",PA,ORD,"Chicago, IL",IL,,-2.0
311,1,1402,23.0,10.0,87.0,296.0,2,20304,2017-01-23,34576,31295,4629,OO,ROC,"Rochester, NY",NY,DTW,"Detroit, MI",MI,,1.0
312,4,910,12.0,6.0,335.0,2409.0,10,19690,2017-01-19,32457,32134,47,HA,OAK,"Oakland, CA",CA,HNL,"Honolulu, HI",HI,,-19.0
313,6,2145,,,,327.0,2,19393,2017-01-07,30852,30721,1431,WN,BWI,"Baltimore, MD",MD,PVD,"Providence, RI",RI,,
314,5,2235,92.0,4.0,152.0,447.0,2,19790,2017-01-06,30397,31066,1736,DL,ATL,"Atlanta, GA",GA,CMH,"Columbus, OH",OH,,214.0
316,3,1050,23.0,12.0,146.0,967.0,4,19977,2017-01-11,32457,30325,223,UA,SFO,"San Francisco, CA",CA,DEN,"Denver, CO",CO,,-4.0
317,7,1244,11.0,5.0,102.0,453.0,2,19790,2017-01-08,34100,31295,930,DL,PHL,"Philadelphia, PA",PA,DTW,"Detroit, MI",MI,,4.0
318,2,700,17.0,12.0,168.0,1120.0,5,20416,2017-01-17,30977,31714,121,NK,ORD,"Chicago, IL",IL,RSW,"Fort Myers, FL",FL,,-6.0
320,7,700,11.0,3.0,247.0,1671.0,7,20436,2017-01-01,31295,30466,1881,F9,DTW,"Detroit, MI",MI,PHX,"Phoenix, AZ",AZ,,-24.0
321,7,1200,7.0,3.0,108.0,680.0,3,19393,2017-01-29,30325,31650,4842,WN,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,33.0
322,5,1155,11.0,16.0,84.0,308.0,2,19393,2017-01-20,32457,32575,566,WN,SJC,"San Jose, CA",CA,LAX,"Los Angeles, CA",CA,,34.0
323,1,1135,22.0,4.0,122.0,551.0,3,20366,2017-01-02,30194,34674,2842,EV,DFW,"Dallas/Fort Worth, TX",TX,SAF,"Santa Fe, NM",NM,,21.0
324,6,1520,10.0,6.0,180.0,1506.0,7,19977,2017-01-07,30325,33195,1474,UA,DEN,"Denver, CO",CO,TPA,"Tampa, FL",FL,,-11.0
325,3,1405,9.0,4.0,58.0,226.0,1,19393,2017-01-18,32211,32575,464,WN,LAS,"Las Vegas, NV",NV,SNA,"Santa Ana, CA",CA,,-5.0
326,2,1345,22.0,11.0,371.0,2677.0,11,19930,2017-01-24,32134,30559,894,AS,HNL,"Honolulu, HI",HI,SEA,"Seattle, WA",WA,,12.0
327,2,710,14.0,7.0,138.0,966.0,4,19977,2017-01-24,31453,32467,1425,UA,IAH,"Houston, TX",TX,FLL,"Fort Lauderdale, FL",FL,,-10.0
328,7,1300,38.0,5.0,115.0,421.0,2,21171,2017-01-22,32457,34262,589,VX,SFO,"San Francisco, CA",CA,PSP,"Palm Springs, CA",CA,,63.0
329,4,1755,11.0,11.0,202.0,1448.0,6,19930,2017-01-26,30299,30559,146,AS,ANC,"Anchorage, AK",AK,SEA,"Seattle, WA",WA,,-1.0
330,7,1200,21.0,5.0,85.0,308.0,2,19393,2017-01-22,32575,32457,3504,WN,LAX,"Los Angeles, CA",CA,SJC,"San Jose, CA",CA,,24.0
331,4,1720,11.0,7.0,347.0,2425.0,10,19977,2017-01-19,31703,33570,1827,UA,EWR,"Newark, NJ",NJ,SAN,"San Diego, CA",CA,,-26.0
332,2,900,16.0,12.0,387.0,2475.0,10,21171,2017-01-10,31703,32575,407,VX,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,,6.0
334,4,805,24.0,12.0,293.0,1620.0,7,19790,2017-01-05,31703,30325,2594,DL,LGA,"New York, NY",NY,DEN,"Denver, CO",CO,,12.0
335,5,1330,15.0,5.0,98.0,588.0,3,19977,2017-01-20,30977,30852,498,UA,ORD,"Chicago, IL",IL,IAD,"Washington, DC",VA,,-2.0
336,7,1745,10.0,8.0,165.0,954.0,4,20416,2017-01-29,32575,30559,253,NK,LAX,"Los Angeles, CA",CA,SEA,"Seattle, WA",WA,,92.0
337,7,1720,8.0,8.0,64.0,251.0,2,19393,2017-01-08,31123,30977,2799,WN,STL,"St. Louis, MO",MO,MDW,"Chicago, IL",IL,,-1.0
338,6,1152,12.0,6.0,121.0,680.0,3,19977,2017-01-14,31650,30325,1660,UA,MSP,"Minneapolis, MN",MN,DEN,"Denver, CO",CO,,-24.0
339,3,2047,11.0,6.0,100.0,641.0,3,20416,2017-01-18,30325,30194,720,NK,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,,-8.0
340,7,745,12.0,5.0,226.0,1642.0,7,19393,2017-01-15,32457,31453,3359,WN,OAK,"Oakland, CA",CA,HOU,"Houston, TX",TX,,8.0
341,7,1830,10.0,13.0,148.0,926.0,4,19805,2017-01-29,30194,31066,1381,AA,DFW,"Dallas/Fort Worth, TX",TX,CMH,"Columbus, OH",OH,,0.0
342,3,1720,13.0,7.0,160.0,1183.0,5,19790,2017-01-25,33495,31703,1979,DL,MSY,"New Orleans, LA",LA,LGA,"New York, NY",NY,,-13.0
343,2,943,14.0,3.0,118.0,763.0,4,20366,2017-01-03,30977,30785,3827,EV,ORD,"Chicago, IL",IL,BTV,"Burlington, VT",VT,,23.0
344,1,1840,12.0,13.0,156.0,954.0,4,20304,2017-01-23,30559,32575,5191,OO,SEA,"Seattle, WA",WA,LAX,"Los Angeles, CA",CA,,-19.0
345,6,600,12.0,7.0,167.0,1050.0,5,19790,2017-01-21,30529,31650,755,DL,BDL,"Hartford, CT",CT,MSP,"Minneapolis, MN",MN,,-26.0
347,6,800,11.0,11.0,130.0,696.0,3,19930,2017-01-28,32457,30559,309,AS,SJC,"San Jose, CA",CA,SEA,"Seattle, WA",WA,,-3.0
348,2,1009,13.0,11.0,94.0,447.0,2,19790,2017-01-10,30397,31066,1276,DL,ATL,"Atlanta, GA",GA,CMH,"Columbus, OH",OH,,6.0
349,4,1500,8.0,9.0,95.0,649.0,3,19393,2017-01-05,30713,30325,547,WN,BOI,"Boise, ID",ID,DEN,"Denver, CO",CO,,60.0
350,6,1255,6.0,10.0,124.0,849.0,4,19393,2017-01-14,31453,31454,5909,WN,HOU,"Houston, TX",TX,MCO,"Orlando, FL",FL,,-7.0
352,4,1040,26.0,15.0,132.0,719.0,3,19977,2017-01-26,30977,31703,385,UA,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,,-1.0
353,2,711,16.0,8.0,101.0,451.0,2,20304,2017-01-03,30436,32575,5489,OO,TUS,"Tucson, AZ",AZ,LAX,"Los Angeles, CA",CA,,5.0
